6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
6,0,7,7,7,7,7,7,7,7,7,0,5,0,3,3,3,3,3,3,3,3,0,6
6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,6
6,0,5,5,5,5,5,5,5,5,5,0,5,0,0,6,0,7,0,8,0,3,0,6
6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6
6,0,0,5,0,4,6,0,0,0,6,0,0,0,0,7,7,7,7,7,0,3,0,6
6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,7,0,0,0,3,3,6
6,0,0,8,0,1,6,6,0,6,6,0,0,0,0,6,6,7,0,3,0,4,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,6
6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,4,6
6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6
6,6,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,4,4,4,0,6
6,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
6,6,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,5,5,5,0,6
6,6,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,8,0,6
6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
